hotspot,month,lat,lon,violations
G0009,2024-02-01,12.903765446153844,77.70418803076923,13
G0009,2024-03-01,12.903622207142858,77.70416462142857,14
G0010,2023-11-01,12.964378581609196,77.54053846781609,87
G0010,2023-12-01,12.96436527875,77.54061997375,80
G0010,2024-01-01,12.964319636363635,77.54163386363636,33
G0010,2024-02-01,12.964324551754386,77.5415053631579,114
G0010,2024-03-01,12.964353101851852,77.54155570555557,54
G0010,2024-04-01,12.96427845,77.54192912142857,14
G0011,2023-11-01,12.930622620744163,77.68566539492141,61
G0011,2023-12-01,12.930572429662522,77.68556215739078,158
G0011,2024-01-01,12.930514447791186,77.68546761782942,327
G0011,2024-02-01,12.930514758248279,77.68564269198252,258
G0011,2024-03-01,12.930238173067778,77.68534981927421,302
G0011,2024-04-01,12.930249223555293,77.68541455126771,68
G0012,2023-11-01,12.957337460747663,77.70149304813084,214
G0012,2023-12-01,12.957334532166483,77.7014811823554,393
G0012,2024-01-01,12.957379575699697,77.70180150218981,385
G0012,2024-02-01,12.957479853311257,77.70149608509934,302
G0012,2024-03-01,12.957415390229883,77.70169059195402,174
G0012,2024-04-01,12.957710807575756,77.70106839545454,66
G0013,2023-11-01,12.944696568779298,77.69820730145499,70
G0013,2023-12-01,12.944418904477612,77.69785667462686,67
G0013,2024-01-01,12.94395276361906,77.6978990180099,144
G0013,2024-02-01,12.944538412727272,77.69787527636363,55
G0013,2024-03-01,12.944061124179761,77.69767257551062,45
G0015,2023-11-01,12.960522274390245,77.64910666341463,82
G0015,2023-12-01,12.959711950561799,77.64904524101124,178
G0015,2024-01-01,12.96022660873294,77.64902461504354,99
G0015,2024-02-01,12.960194961770297,77.64915237084645,139
G0015,2024-03-01,12.960220771858017,77.64918037913044,115
G0015,2024-04-01,12.959730523529412,77.6492186117647,17
G0016,2023-11-01,13.0455097,77.6271105,4
G0016,2023-12-01,13.045400633333331,77.62724354074074,27
G0016,2024-02-01,13.045535344444444,77.6270991388889,36
G0016,2024-04-01,13.04581670909091,77.62715232272727,22
G0017,2023-11-01,13.0931335,77.5940639489796,49
G0017,2023-12-01,13.093943672222222,77.59430482083333,72
G0017,2024-02-01,13.09344197038835,77.59418611262136,206
G0017,2024-03-01,13.09393789574468,77.59425306595745,47
G0017,2024-04-01,13.09334334,77.59436858000001,5
G0018,2023-11-01,12.994890828571428,77.61571173809523,21
G0018,2023-12-01,12.99515025945946,77.61594281891892,74
G0018,2024-01-01,12.995039869444446,77.61584763055556,36
G0018,2024-02-01,12.994872011363638,77.61576583409091,44
G0018,2024-03-01,12.994766335616438,77.61587224520548,73
G0018,2024-04-01,12.994395888888889,77.61567242222222,9
G0019,2023-11-01,12.96094586,77.51184361714286,70
G0019,2023-12-01,12.960961876666667,77.51174652333334,150
G0019,2024-01-01,12.96092822578125,77.5117179453125,128
G0019,2024-02-01,12.960945770967742,77.51172582096775,62
G0019,2024-03-01,12.961034326086956,77.51162288260869,23
G0019,2024-04-01,12.960969933333335,77.51156257142857,21
G0020,2023-11-01,12.978116224999999,77.63967819285713,28
G0020,2023-12-01,12.978129759036145,77.63970389879518,166
G0020,2024-01-01,12.978128073972604,77.64018005753425,73
G0020,2024-02-01,12.978233996693026,77.63902561119237,27
G0020,2024-03-01,12.97822054369748,77.63930013781513,119
G0020,2024-04-01,12.978187375000001,77.63908025,4
G0021,2023-11-01,12.926967878454995,77.67848218161272,192
G0021,2023-12-01,12.926801076744425,77.67815876595499,209
G0021,2024-01-01,12.927076616566142,77.67899268017804,691
G0021,2024-02-01,12.926740616995833,77.67824609377836,437
G0021,2024-03-01,12.926909706056339,77.67882750056337,284
G0021,2024-04-01,12.927037398148148,77.67889158055556,108
G0023,2024-01-01,12.966972925,77.657702625,4
G0023,2024-03-01,12.966872053731343,77.65819549850747,67
G0023,2024-04-01,12.9669558,77.6577651,1
G0025,2023-11-01,12.949563475257733,77.6993172185567,97
G0025,2023-12-01,12.949453706624922,77.69950982818929,155
G0025,2024-01-01,12.950152067326345,77.69969652164016,161
G0025,2024-02-01,12.949937885552407,77.69967415325779,353
G0025,2024-03-01,12.950046895232985,77.6996819999262,272
G0025,2024-04-01,12.95003693137255,77.69967779019608,51
G0026,2023-11-01,12.973049483905013,77.61733556490765,379
G0026,2023-12-01,12.973225763710866,77.6175396458633,472
G0026,2024-01-01,12.973331022164016,77.61687895258954,443
G0026,2024-02-01,12.973481034124354,77.61723412945065,356
G0026,2024-03-01,12.972996912618958,77.6171966537242,350
G0026,2024-04-01,12.97302736048387,77.61799697177419,124
G0027,2023-11-01,12.935987822222224,77.51790376666666,9
G0027,2023-12-01,12.935822147142858,77.51801423142857,70
G0027,2024-01-01,12.935857722580645,77.51797897741935,62
G0027,2024-02-01,12.935903551249998,77.51791961875,80
G0027,2024-03-01,12.935935134343435,77.51800821818182,99
G0027,2024-04-01,12.9358972,77.51815500000001,2
G0028,2023-11-01,12.870618573851864,77.65527393918009,24
G0028,2023-12-01,12.870569199633715,77.65544856581296,31
G0028,2024-01-01,12.870539092857143,77.65541326428571,28
G0028,2024-02-01,12.870444078731344,77.65432673507462,268
G0028,2024-03-01,12.870516750000002,77.65461772173913,46
G0028,2024-04-01,12.87027825,77.6540641,4
G0029,2023-11-01,13.008253128571429,77.69512423595238,420
G0029,2023-12-01,13.008365535147746,77.69514832239503,643
G0029,2024-01-01,13.00829922459418,77.69515924903523,653
G0029,2024-02-01,13.008318607585334,77.69523386940581,791
G0029,2024-03-01,13.008324096616962,77.69500421886436,956
G0029,2024-04-01,13.008214595750708,77.69539425354107,353
G0033,2023-11-01,12.938677148998156,77.69777135573175,218
G0033,2023-12-01,12.939265048368378,77.69641591676134,614
G0033,2024-01-01,12.939021051399445,77.69682367787973,565
G0033,2024-02-01,12.939476661481626,77.69589271500882,432
G0033,2024-03-01,12.939482938366591,77.69614245582082,396
G0033,2024-04-01,12.93823790626649,77.69742032899562,21
G0035,2023-11-01,12.964528929661016,77.5546288618644,118
G0035,2023-12-01,12.9643466539823,77.55313595486724,113
G0035,2024-01-01,12.964363386772487,77.55395571375661,189
G0035,2024-02-01,12.964360888288288,77.55383144414415,111
G0035,2024-03-01,12.964398186259542,77.55311623740458,131
G0035,2024-04-01,12.964508128301887,77.55372868113209,53
G0036,2023-11-01,12.906229296666668,77.630326,180
G0036,2023-12-01,12.906293644799325,77.63006833976927,169
G0036,2024-01-01,12.906560228959277,77.6294850361991,221
G0036,2024-02-01,12.90658757495577,77.6303194979186,393
G0036,2024-03-01,12.906544611965812,77.62934324957264,117
G0036,2024-04-01,12.906371026666667,77.62963593333333,15
G0037,2023-11-01,13.023310615625,77.584822059375,32
G0037,2023-12-01,13.023353888235293,77.58482949411764,68
G0037,2024-01-01,13.023472760674156,77.58489333820225,89
G0037,2024-02-01,13.023392961610034,77.5848454154752,76
G0037,2024-03-01,13.023612397777779,77.5848661,45
G0037,2024-04-01,13.023806347826087,77.58495205869565,46
G0038,2023-11-01,12.995385304615384,77.61054166153846,130
G0038,2023-12-01,12.995020524786325,77.61042048290598,117
G0038,2024-01-01,12.995213629054053,77.61033318851351,148
G0038,2024-02-01,12.99494128898305,77.61016198050847,118
G0038,2024-03-01,12.995095413207547,77.61029993207548,53
G0038,2024-04-01,12.9927436,77.6096711,1
G0039,2023-11-01,13.121565879999999,77.63115417499999,60
G0039,2023-12-01,13.121679530882354,77.63108068382353,68
G0039,2024-01-01,13.12170326594937,77.63111175696203,79
G0039,2024-02-01,13.121737081081081,77.63106113243244,37
G0039,2024-03-01,13.122003725714286,77.63080517380952,21
G0039,2024-04-01,13.122208033333335,77.63061133333333,3
G0040,2023-11-01,13.0251882,77.58536853333334,3
G0040,2024-01-01,13.025137430769231,77.58535745384616,26
G0040,2024-02-01,13.025255746153846,77.58538127692307,13
G0040,2024-03-01,13.025257372727275,77.58533757272727,11
G0040,2024-04-01,13.025249271428573,77.58533124285714,7
G0042,2023-12-01,12.964487611320756,77.71776999649596,371
G0042,2024-01-01,12.964389434636871,77.71795706022347,895
G0042,2024-02-01,12.96469753621795,77.7180159503205,312
G0042,2024-03-01,12.964318300632913,77.71782621202532,158
G0042,2024-04-01,12.9631271,77.717204575,4
G0043,2023-11-01,13.045861956521739,77.75045770434782,23
G0043,2023-12-01,13.045815993220339,77.75035028813559,59
G0043,2024-01-01,13.045839688888888,77.7503690311111,45
G0043,2024-02-01,13.04582001923077,77.75036639999999,26
G0043,2024-03-01,13.045835239285713,77.75029825357142,28
G0043,2024-04-01,13.04573778888889,77.75016186666667,9
G0045,2023-11-01,12.995380532307694,77.6964480723077,65
G0045,2023-12-01,12.99543543993346,77.69580509834488,368
G0045,2024-01-01,12.99553406229156,77.69587982652158,248
G0045,2024-02-01,12.995634217460317,77.695320694709,189
G0045,2024-03-01,12.995577079973382,77.6956928414861,339
G0045,2024-04-01,12.995443970454545,77.69602504318182,44
G0046,2023-11-01,13.190982895081968,77.64597616393442,61
G0046,2023-12-01,13.191261200488997,77.64622585525672,409
G0046,2024-01-01,13.191385331983122,77.64638741118144,237
G0046,2024-02-01,13.191277326785714,77.64622278482143,112
G0046,2024-03-01,13.191058001941748,77.64601179126213,103
G0046,2024-04-01,13.19081985,77.64576495,2
G0047,2023-11-01,12.876295623255816,77.59539235348838,43
G0047,2023-12-01,12.876466873529411,77.59551775735294,68
G0047,2024-01-01,12.87642085128205,77.59543335384616,39
G0047,2024-02-01,12.87628849296875,77.5959568296875,128
G0047,2024-03-01,12.876155672020724,77.59626761865285,193
G0047,2024-04-01,12.876190220833331,77.59639460416666,24
G0048,2023-11-01,12.98746384375,77.61867356875,32
G0048,2023-12-01,12.98747716721552,77.61863022513842,28
G0048,2024-01-01,12.987354353125,77.61893598125,32
G0048,2024-02-01,12.987327718181819,77.61933204545454,11
G0048,2024-03-01,12.987594476595746,77.61847910638298,47
G0048,2024-04-01,12.987629400000001,77.61839813333334,3
G0052,2023-11-01,12.916207233333333,77.6382612952381,21
G0052,2023-12-01,12.916156353846153,77.63816013076924,26
G0052,2024-01-01,12.916410077777778,77.63821024444445,9
G0052,2024-02-01,12.916334490909092,77.63828586363637,11
G0052,2024-03-01,12.916378420000001,77.63837287999999,10
G0052,2024-04-01,12.9163747,77.6390628,1
G0053,2023-11-01,12.975720680986464,77.55884754778177,283
G0053,2023-12-01,12.97574089822073,77.55895337336769,116
G0053,2024-01-01,12.97574198758178,77.55894626673475,200
G0053,2024-02-01,12.975730763669409,77.55888403229562,56
G0053,2024-03-01,12.975750463210503,77.55884664754079,158
G0053,2024-04-01,12.975748622857143,77.55896609999999,35
G0054,2023-11-01,12.994726332142857,77.589834925,28
G0054,2023-12-01,12.993628760909091,77.58977007545454,110
G0054,2024-01-01,12.993053295172414,77.5899102662069,145
G0054,2024-02-01,12.993856477272727,77.58980683545454,110
G0054,2024-03-01,12.9944467,77.589736675,12
G0055,2023-11-01,13.017863168518518,77.53144555185185,54
G0055,2023-12-01,13.017483633566433,77.53136312167833,143
G0055,2024-01-01,13.018179781067962,77.5317394330097,206
G0055,2024-02-01,13.018184559615385,77.53166840769231,104
G0055,2024-03-01,13.018199610638296,77.53176271914894,47
G0055,2024-04-01,13.018049536666666,77.53166261,60
G0056,2023-11-01,12.927069295238095,77.69481935238095,21
G0056,2023-12-01,12.928232766666667,77.69475597499999,36
G0056,2024-01-01,12.92777479777778,77.69484612,45
G0056,2024-02-01,12.92851521879168,77.69488881911468,95
G0056,2024-03-01,12.927883159459459,77.6947459972973,37
G0056,2024-04-01,12.92809055,77.694791675,4
G0057,2023-11-01,13.008061811764705,77.52668263333334,51
G0057,2023-12-01,13.007646068817204,77.5266902032258,93
G0057,2024-01-01,13.007751311320755,77.52670438867924,53
G0057,2024-02-01,13.00822919312977,77.52672971145039,131
G0057,2024-03-01,13.007423093333333,77.52675765000001,30
G0057,2024-04-01,13.007649804166666,77.5268156125,24
G0059,2023-11-01,12.9587272,77.71587595,2
G0059,2023-12-01,12.959237141121495,77.71601636074766,107
G0059,2024-01-01,12.959294208290155,77.71605664041451,193
G0059,2024-02-01,12.958951628571429,77.71594619285715,98
G0059,2024-03-01,12.959152540789475,77.71597909736842,76
G0059,2024-04-01,12.959115993333334,77.71591942,15
G0060,2023-11-01,12.93627051875,77.61720948125,16
G0060,2023-12-01,12.936350542105263,77.61711514736842,19
G0060,2024-01-01,12.93634477647059,77.61728542941177,17
G0060,2024-02-01,12.936327803703703,77.61712204444444,27
G0060,2024-03-01,12.936364034782608,77.61721770217392,46
G0060,2024-04-01,12.93638475,77.61725419999999,2
G0061,2023-11-01,13.011442729607609,77.55391603258026,841
G0061,2023-12-01,13.011063341347905,77.55428892595629,1098
G0061,2024-01-01,13.011379316307162,77.55404910983607,1159
G0061,2024-02-01,13.011600867208672,77.55375882231256,1107
G0061,2024-03-01,13.011709006512044,77.55384521150759,1121
G0061,2024-04-01,13.011594307109737,77.55369796460587,647
G0062,2023-11-01,12.933793995240872,77.69090161343152,581
G0062,2023-12-01,12.933649423716853,77.69095910726779,918
G0062,2024-01-01,12.933535391398284,77.69102673040918,2422
G0062,2024-02-01,12.933717150452296,77.69087192772609,1773
G0062,2024-03-01,12.9337985492434,77.69081759802889,1475
G0062,2024-04-01,12.934047494649736,77.69101580127163,75
G0063,2023-11-01,12.969193132142857,77.54568148928571,28
G0063,2023-12-01,12.969187036111112,77.54564945555555,36
G0063,2024-01-01,12.968994327906978,77.54558435348837,43
G0063,2024-02-01,12.969213830000001,77.5456685,10
G0063,2024-03-01,12.96917267704918,77.54568322131148,61
G0064,2023-11-01,12.885880965517241,77.64175665172414,29
G0064,2023-12-01,12.885528632500002,77.641706755,80
G0064,2024-01-01,12.885467959409734,77.64149603651286,49
G0064,2024-02-01,12.885860401428571,77.64138134285714,70
G0064,2024-03-01,12.88563204203909,77.6413764055,180
G0064,2024-04-01,12.886325987114832,77.64155596721929,51
G0065,2023-11-01,13.027543497333333,77.54255566533334,75
G0065,2023-12-01,13.027710644285714,77.54242697,70
G0065,2024-01-01,13.027445714814814,77.54282542592593,27
G0065,2024-02-01,13.027574207446808,77.5426621787234,94
G0065,2024-03-01,13.02756390410959,77.54266382054794,73
G0065,2024-04-01,13.02754902,77.54289836000001,5
G0066,2023-11-01,13.071226197396964,77.5882273418655,461
G0066,2023-12-01,13.07118807335128,77.58814325585465,743
G0066,2024-01-01,13.071069027599101,77.58804735041137,1337
G0066,2024-02-01,13.071084062446959,77.58794642864216,1414
G0066,2024-03-01,13.071085832989707,77.5879594670437,1260
G0066,2024-04-01,13.070963899112426,77.58796413313608,338
G0067,2023-11-01,13.030691573809523,77.53626315238095,84
G0067,2023-12-01,13.030495191447368,77.53660049671053,152
G0067,2024-01-01,13.03056076936937,77.53660952702704,111
G0067,2024-02-01,13.030677933333333,77.5363304981982,111
G0067,2024-03-01,13.03080294763939,77.53601707221137,92
G0067,2024-04-01,13.030232942857143,77.53757178571428,7
G0068,2023-11-01,13.016072200000002,77.54979036666667,3
G0068,2023-12-01,13.016261359999998,77.54986124,10
G0068,2024-01-01,13.015909740000001,77.55005928,10
G0068,2024-02-01,13.016108625000001,77.549920075,20
G0068,2024-03-01,13.016058505555556,77.54999345,18
G0069,2023-11-01,13.047157611290324,77.50102918225807,62
G0069,2023-12-01,13.04707812,77.50097616000001,5
G0069,2024-01-01,13.047046746153848,77.50109802,65
G0071,2023-11-01,13.035253300721154,77.58900000048077,416
G0071,2023-12-01,13.035300416470589,77.58903635117646,850
G0071,2024-01-01,13.03522568599106,77.58898782801789,671
G0071,2024-02-01,13.035287067125646,77.58900781273665,581
G0071,2024-03-01,13.03537489511811,77.58905507543307,635
G0071,2024-04-01,13.03558912872882,77.58910507787887,71
G0072,2023-11-01,12.970097205624244,77.64696597963865,97
G0072,2023-12-01,12.970111261209142,77.64684703711399,382
G0072,2024-01-01,12.97050074602873,77.64695659920665,202
G0072,2024-02-01,12.970347618599718,77.64676556504773,102
G0072,2024-03-01,12.970346532174219,77.64604686716805,130
G0072,2024-04-01,12.970003040867837,77.64773133057605,25
G0073,2023-11-01,13.050764121052632,77.55283819473685,19
G0073,2023-12-01,13.0508129125,77.5528152375,24
G0073,2024-01-01,13.050789164000001,77.552784144,25
G0073,2024-02-01,13.0508786,77.55275599574469,47
G0073,2024-03-01,13.050916813043477,77.55270618043478,46
G0073,2024-04-01,13.0506754,77.5527559,1
G0074,2023-11-01,12.996288384949834,77.66865781103678,299
G0074,2023-12-01,12.996259846852308,77.66862904294237,392
G0074,2024-01-01,12.996270858553894,77.668547943,270
G0074,2024-02-01,12.996341566448558,77.66868654575545,406
G0074,2024-03-01,12.996229094252842,77.66848915220461,470
G0074,2024-04-01,12.996272166666666,77.66858201739132,69
G0076,2023-11-01,13.005683898586572,77.68575285795053,283
G0076,2023-12-01,13.005675130110497,77.68574966022099,362
G0076,2024-01-01,13.00561680789997,77.68565827008538,376
G0076,2024-02-01,13.0056263768,77.68567107199999,125
G0076,2024-03-01,13.00573990186916,77.68587710934578,107
G0076,2024-04-01,13.00515491,77.68520727753639,1
G0078,2023-11-01,13.06909408,77.59278323,10
G0078,2023-12-01,13.069959744186047,77.59273394302326,86
G0078,2024-01-01,13.070343947517731,77.59279022695036,141
G0078,2024-02-01,13.070440498148148,77.59285976111111,54
G0078,2024-03-01,13.070540039158708,77.59279323575514,53
G0078,2024-04-01,13.069899574944767,77.592642746,80
G0079,2023-11-01,12.924020424351141,77.67282129882354,17
G0079,2023-12-01,12.924048133333335,77.67298066666666,3
G0079,2024-01-01,12.924258581818181,77.67316808636363,22
G0079,2024-02-01,12.924208649999999,77.67333693333333,6
G0079,2024-03-01,12.924046875,77.672917,4
G0079,2024-04-01,12.924108144444444,77.6731036,9
G0080,2023-11-01,12.906828877000624,77.54604661611849,45
G0080,2023-12-01,12.906915932871062,77.5459361228117,28
G0080,2024-01-01,12.906886781623246,77.54597783569164,8
G0080,2024-02-01,12.906918114285714,77.5459738,7
G0080,2024-03-01,12.90705696,77.54605901333333,15
G0081,2023-11-01,13.05989212259438,77.57671911192679,11
G0081,2023-12-01,13.060111039861237,77.57652771749929,5
G0081,2024-01-01,13.060264616666666,77.57637996666666,12
G0081,2024-02-01,13.059930305,77.57663602,20
G0081,2024-03-01,13.060105753943656,77.57654271470344,30
G0081,2024-04-01,13.059746533333334,77.5767508,3
G0082,2023-11-01,12.9305254,77.633052,1
G0082,2023-12-01,12.9306072,77.6329568,1
G0082,2024-01-01,12.9313438,77.632759,2
G0082,2024-02-01,12.93106449090909,77.63278056363636,22
G0082,2024-03-01,12.931095022727272,77.63278442272727,22
G0082,2024-04-01,12.931133145454545,77.63276326666667,33
G0083,2023-11-01,13.034672442757783,77.55720358062722,66
G0083,2023-12-01,13.034468275982375,77.55739517338206,24
G0083,2024-01-01,13.034567908333335,77.55721696666667,12
G0083,2024-02-01,13.034461683333333,77.55750526666667,6
G0083,2024-03-01,13.034509345454545,77.55709664545454,11
G0084,2023-11-01,13.18546362586751,77.67998531577288,317
G0084,2023-12-01,13.185186478594595,77.67989483924325,925
G0084,2024-01-01,13.185431858374876,77.6799579940678,1003
G0084,2024-02-01,13.185570242233203,77.68001937013834,1012
G0084,2024-03-01,13.185256974925961,77.67991620621915,1013
G0084,2024-04-01,13.184831817647058,77.679838075,136
G0087,2023-11-01,12.920970762857143,77.66535098285713,35
G0087,2023-12-01,12.921030934793361,77.66532677198965,56
G0087,2024-01-01,12.920903342479807,77.66523960593712,64
G0087,2024-02-01,12.920757406210852,77.66526394977978,26
G0087,2024-03-01,12.920766032142856,77.66530118571428,28
G0088,2023-11-01,13.063223713888888,77.58746066111111,72
G0088,2023-12-01,13.063040236065573,77.58771692295082,61
G0088,2024-01-01,13.063237088888888,77.58799623055556,108
G0088,2024-02-01,13.063178059183674,77.58761202551021,98
G0088,2024-03-01,13.06355521788618,77.58845740243902,123
G0088,2024-04-01,13.0637667,77.5881839,3
G0089,2023-11-01,13.2447766,77.71304595000001,2
G0089,2023-12-01,13.244751416666666,77.71319531666667,6
G0089,2024-01-01,13.2450939,77.71279175000001,2
G0089,2024-02-01,13.244916308333332,77.713043,12
G0089,2024-03-01,13.244896046153846,77.71309673846154,13
G0089,2024-04-01,13.245005758620689,77.71295141724138,29
G0090,2023-11-01,12.842095360586319,77.64539446254072,307
G0090,2023-12-01,12.841865687218046,77.64598249924812,266
G0090,2024-01-01,12.84201756342857,77.645566604,175
G0090,2024-02-01,12.841881298212298,77.64582481450307,635
G0090,2024-03-01,12.84183673715499,77.64591553099788,471
G0090,2024-04-01,12.84182903275862,77.64636984310344,116
G0092,2023-11-01,13.058314860869563,77.59148128695652,23
G0092,2023-12-01,13.058536122222222,77.5922089888889,36
G0092,2024-01-01,13.058357956410257,77.59205980897435,78
G0092,2024-02-01,13.058575467508408,77.59234710428154,62
G0092,2024-03-01,13.05869423488372,77.59204876744187,43
G0092,2024-04-01,13.05850460084172,77.5923138195662,4
G0093,2023-11-01,13.000307315517242,77.67689882931035,58
G0093,2023-12-01,13.00021838563204,77.67684686087262,540
G0093,2024-01-01,13.000398523910821,77.67688836848205,397
G0093,2024-02-01,13.000404320449276,77.67682373404992,451
G0093,2024-03-01,13.000389662829136,77.6769840355486,466
G0093,2024-04-01,13.00034514,77.676822334,100
G0094,2023-11-01,12.99018545,77.50352423333334,12
G0094,2023-12-01,12.990096726308307,77.50360372833333,48
G0094,2024-01-01,12.990142294117646,77.50370133529411,17
G0094,2024-02-01,12.990092189999999,77.50351616,20
G0094,2024-03-01,12.990107752777778,77.50346529444444,36
G0094,2024-04-01,12.990245633333332,77.50438346666667,15
G0096,2023-11-01,12.971725180000002,77.65810199111111,45
G0096,2023-12-01,12.971701936386768,77.65811836234096,393
G0096,2024-01-01,12.971811024041292,77.65807866390637,448
G0096,2024-02-01,12.971799718705036,77.65807428129496,139
G0096,2024-03-01,12.971686614117647,77.65809624117648,170
G0096,2024-04-01,12.971666736666666,77.6581557,30
G0099,2023-11-01,12.93759183859375,77.5851580421719,50
G0099,2023-12-01,12.937680166216216,77.58515242162161,74
G0099,2024-01-01,12.93746236923077,77.58521014153845,65
G0099,2024-02-01,12.937533393333332,77.58510621111111,45
G0099,2024-03-01,12.937651851851852,77.58503937037037,27
G0099,2024-04-01,12.938410780000002,77.5850876,5
G0100,2023-11-01,12.891996876487708,77.63810053822901,123
G0100,2023-12-01,12.892175908098567,77.6377925998386,181
G0100,2024-01-01,12.892417399896356,77.63766836675487,170
G0100,2024-02-01,12.892209493488028,77.63783566773529,106
G0100,2024-03-01,12.892805346999367,77.63741692089556,174
G0100,2024-04-01,12.892604426666667,77.63754816666666,30
G0101,2023-11-01,12.941324924778762,77.56695021415929,113
G0101,2023-12-01,12.941723576086956,77.56721082173912,46
G0101,2024-01-01,12.941773603947368,77.56706870789473,76
G0101,2024-02-01,12.941927999999999,77.56726165641025,39
G0101,2024-03-01,12.941644559053236,77.56710350823268,78
G0101,2024-04-01,12.941754190712107,77.56712142818296,79
G0102,2023-11-01,13.027982625925926,77.57355599814815,54
G0102,2023-12-01,13.027960384242425,77.57369774060606,165
G0102,2024-01-01,13.027946084615385,77.57389471682691,208
G0102,2024-02-01,13.027920380000001,77.57387206,160
G0102,2024-03-01,13.027900163768116,77.57400843913044,138
G0102,2024-04-01,13.027956769565218,77.57363821304348,23
G0103,2023-11-01,12.956928308333334,77.51855285555555,36
G0103,2023-12-01,12.957554451428573,77.51886619285713,70
G0103,2024-01-01,12.957981772477066,77.51901233669724,109
G0103,2024-02-01,12.957072994117647,77.5186773,34
G0103,2024-03-01,12.956860373451327,77.51866549734514,113
G0103,2024-04-01,12.956706321875,77.5185818125,32
G0104,2023-11-01,13.02243584642857,77.63807570357143,28
G0104,2023-12-01,13.022422711428572,77.6381390457143,35
G0104,2024-01-01,13.022456166666666,77.63796425,12
G0104,2024-02-01,13.022366400000001,77.63832762916667,24
G0104,2024-03-01,13.022251166666669,77.63871820000001,3
G0105,2023-11-01,12.969754477272728,77.64015517575757,132
G0105,2023-12-01,12.969706429113923,77.6401851970464,237
G0105,2024-01-01,12.969770402857144,77.64057177357144,140
G0105,2024-02-01,12.969646403813533,77.64054916750007,194
G0105,2024-03-01,12.969710284036616,77.6405332206599,136
G0105,2024-04-01,12.969658825000002,77.64065885416666,24
G0108,2023-12-01,12.967327287234044,77.71633240212766,47
G0108,2024-01-01,12.967173640999999,77.71690401400001,100
G0108,2024-02-01,12.967166650943396,77.71677696037736,53
G0108,2024-03-01,12.967022833333333,77.71711178333334,6
G0109,2023-11-01,12.913681597142856,77.67824203428572,35
G0109,2023-12-01,12.913698906511407,77.67804518707577,32
G0109,2024-01-01,12.9137427,77.67790719310344,58
G0109,2024-02-01,12.913731069723358,77.67813803677288,28
G0109,2024-03-01,12.913617120000001,77.67847072,5
G0109,2024-04-01,12.913631466666667,77.67847491666667,6
G0111,2023-11-01,12.95885164090909,77.64539265909092,44
G0111,2023-12-01,12.959290675609756,77.64557149268292,82
G0111,2024-01-01,12.959282040298508,77.6455671477612,134
G0111,2024-02-01,12.959238842741934,77.64545569596775,124
G0111,2024-03-01,12.959233713235294,77.64546809411765,136
G0111,2024-04-01,12.959309546153845,77.64544291538462,13
